#,dishSoapNoPrice,dishSoapWithPrice,coffeeNoPrice,coffeeWithPrice,handSoapNoPrice,handSoapWithPrice,toiletPaperNoPrice,toiletPaperWithPrice,laundryNoPrice,laundryWithPrice,cleaningSprayNoPrice,cleaningSprayWithPrice,juiceNoPrice,juiceWithPrice,riceNoPrice,riceWithPrice,toothpasteNoPrice,toothpasteWithPrice
cws962wh32dudktkawscws96rrhhtgka,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
7l8uxf32xzzorbxo69l7l8uxf32s4qcw,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
cabt20xfmtqfdpsi247fcabtfionoiq6,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
akhxh8zbumhlqy36akhgjj8d65z2lu7v,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
iltek57g8nutohh8ef14iltek5isgroh,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
12i8dkhbnps2tq08r12i8dkfesx4gh3a,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
379ybmni8amvcwmh379yb7y57htv3x6f,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
rwag45uyhjdp568rrwagirr3d2gdlwmt,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3y25qtsxq2zuutbq3y25qthsvuuub9yw,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
nnpwmjckoj0aqbwatsnnpwmjdx7yzru9,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bh2hkrjlr01t1zec4wlbh2hkr2ux0sre,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
97wywg5tv32a06zan197wywg5h80aupq,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
dh7kzgdhtl2p2qfjiedpvdh7kzgtiq80,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
a9v41816wujwghziwtba9v41816pnmrk,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
yoefin34c136s8rl8tdryoefxy4dfye8,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
n7twhq0gja0eehnf7xm4non7twhvyv90,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
zq2phcd3gpafq1g3vslczq2phuvzmy5n,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
vk7v0a1uln8ry18zbjvk4rvvk7v1fp44,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w0u2bd30ib3xetw0u2bz6qm3ilrqw8c3,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
55kb6bvzw5q17o1gfvhx55kb6bcg752x,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
e7thg5bioyxdre7thgn0nqbh9zqojk8k,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
gt6lo5lfc1bvk2shi1gt6lono2m9n9pz,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
qjfeak1v9t0f1d0imqjfeakxfm2oqbwj,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
lwvxldsar8hxdkuw474lwvxl6c4c5os6,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
fagnit6c7g3mlw27vfagncf63kpeal4e,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
g5y6szy3zresg0xib6ig5y6s3dytgokr,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
pyqc14vaquppy3i4rsj8dpchv3dcidk3,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
vf6i33zosgglttyr3a0uvf6iyin603s8,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
q27ru25b5if5pl3q2210oevdslhkrrcq,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6tox79kzvesaeow6tov5wlmbgo2p86cu,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
g20lpdfvobi4a57j9ez7g20lpdcq5z72,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
hez5hqoq73qyfc7ra19hez5ht2lyiljx,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
2016xtnws0kr9q3pu20160uvl19kekm1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
yyo3mi0ac1idjgga5j6kyyo3ml1xi8yf,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
hsub45q4ulpollhsub4qilo0geqnaxu5,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
s1pxg1xrbnvncdwl3s1pxg7oa31ynff5,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1c10gp4r053uz289k65oj1c10g5f948e,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
e5qjakzjqd5m45ke5qjjlcfycdvcydcw,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
wwhy1q9u8f08cl5hdwwhyu5qk7f69ijw,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ch8lntw6hh0py0piujch8lnopo8pfzzk,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
pen8raxmr8j5mmo64wm9ppen8ralj12b,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
b3v8pztptzec8iz8pb3v8pz664wxdusc,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
57sxd3l8d4my5l7bhlr57sxd3lqudxkb,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
uluy4zjzy1uwqyafifj5uluy46ba8dmp,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3o9a78erxni4xzrpr8m3o9a78rtfwvwg,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
5rlfxf561sckdgj4mdk5rlfx51ft35ie,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
lx71pwmhvhr4msakslx7423yf0lra3ts,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6zdjzzytd0jf8onp3hb6zdjpwiqwj8j7,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
au87uxchw49z9ftg5adau87ux7p58y7p,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
nz9cwudqieefu9w7nz9h5vpsohi5w3t5,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
matj4p9088kwd8matj4jfigpwj9lbdn1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
g2qxd6suukxjnufgqi8nmg2qxd6lszxk,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
l6s6m539wpslugl6s65vp0o3n33jab00,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
rask2a9jgh3kyvfs44rask2a9jedb0fi,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
7litox7rz6gxcgik9i587litoxc81zfk,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
seamwkz7tedrxnxaz9hlseammex4ti8i,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
kwm8ux79wdp7o1nrytu7l3ohkwm8ux7e,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
fec50nw8t6axrtofnfe1isq5jmwzgr8w,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1a5s5tkmv7kf5rb1a5s5t4k2lo1i2dj1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
999436caw5k2o1r999436cn5l9fxf88u,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
u2popzg3dcdlf3yw1gu2popwt7etech8,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
hrfnb0ub2sa72wufhrfn4uakghwtbstq,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
006dgk94w04sw1rokp006dgwvx0ifbyx,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bnbf39wv99ee5stxxdmibnbf39pwww83,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6krzy7lf2uwflhy46t6krzy7z7b7c15c,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
g3zcsjbil2nd4ae7bsg3zch2dughxm0n,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
2fjhfw1vqvr1u1m0jbf2fjhix632x6u2,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
o6lwbvrpwk6oo6lwzy5jwxziimzqzu72,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
el1pf62azq8vzx4el1pf6a9biddspbuo,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
oopacvfgstpww5vtoo3oopac21monaa2,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
xvpv15pzovxcsf5iaxvpv15ppzusg95r,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
c3k9ne5k435yr1efhc3k9tg3rw2dnppd,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ly0rzg2deibrbt77nunfd3xly0rzie3f,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
tsfvmnxyriozc2z94jrztsfvrlxv7otp,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
sp44uvkuv5ryjtvdsp44971y8rywr27a,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
0z2hvukqqcmpmh3rf90z2hbkle2f4db1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
veo2p549sv0qcex9zl2b1pveo2l59b2t,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3oz6i4m1k6gera8x3o24ffjnroe8bmia,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ak7y7o4838830z814ynak7y7mh5flshp,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
vw83s5f1yvxv7cwgskdvw83sm5bkvykm,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
xu6v5uqzk2p1czxu6vox7j1ziom7zobn,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
8dk5nbntennrvhw68dfb17rndmxuqju9,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
zy6pphcdop3p8xt4rsnzy6ppkc5cdnbj,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
x6c37pwhxweyvvknx6c377qpvwjzpc1k,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ngrnb13tobod9kfkd7sqngrnbxt3zk02,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
qa43lrg584tv0vi05qa4343tyuyndoab,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
0iz3m2yokwkqrezx0iz3m2yhmml9qs9h,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
jc3l9iwvfqoc4sxngldjc3l9x57f810n,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
snmuk3rxdkbl9krm3snmuk3ecul2yz4i,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
qci2qypymjq6517bz8z4qqqci2qypytb,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ma08g3g0yb7ovma07l66eskckb6alrkp,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0
kcuoh03xrkl3pk2dkcuoxzvef0z9abkv,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
qinyv5illvc235xd4qinyv5d2doj1ghb,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bzn2fz6ufls6g6yy0bzn2fecefpbqxxc,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
vaelxb3gpbleb83d1ovaelxzs7uwe1ud,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ktqnbe1bajtmt10mw0ktqn0uu8fg6706,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
anmjbrmhazl5oi0wpbanmjbrsgrb5boo,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
nsul4ejf811xhqbkcf0gnsul4ad8wc07,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
dllkqix1o0eu8j44m00qtkxdllkqig8j,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
jd1fl6ylg7i8xojd1fl6e3aw5bpwk5ft,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
a4h0lfjw1c89wxpzm7da4h0lfjn5sldt,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
9nlm8jxhyp2cad0zv7nu9nlm8jxhp4md,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
8wk8iftg0accbyznymmk8wk8iftnvqud,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3bj5sx5vme5rlnmowa3bj57j03dwcel2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1a8qxvv9z0fhkalr1a8qxtb2i4otzjm2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
wzqtea4r79t6v1vbzs61kwzqteblcv5a,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
l44l03o6ugzg3i0l4bqcgfue08eu0b6r,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
faoayjfyiubfkxc89064faoayjfly0rl,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w5j970expt5dlnjul6jvmw5j970zavmp,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
5oywuolotru6k5om09u8qfgc8o7m09ji,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
76avku6vu6bkr8r9r76avuxauxew79k9,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6mloekpge5xh5pp2a4u2e6mloekpg7x4,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
4zouybog0on5mgnth63e4zou5bulag7z,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
z4nz59nsn0h8ok2h1z4nz59tvkht7sdg,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6mvmyuw8ew4mwvkyc2o0yq6mvmyuw8en,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w98ocq4gmtk2w98ooxd42rwjquufk7vg,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
9uygjzu7gxz473cngf59uygku6x6af94,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
c71r89761kzxq5d5c71rc3fefrzdombq,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
hkbazj5g67g11u6vdhkbazvhf0yxweey,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
05007spn8mucweyu9kiyw0500oeny6z7,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
jqrijaqetwyounjqrijx82nztojbbbqi,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
4i0zbfml54a7ix8fc94i0zbzr5bu7zeu,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w9it0i40ikpu7a03kdw9it05pyaaxbk1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
wjkr263gni49b1rjwjkeif7vx3dksech,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
s200a36eorrs200zoih3lzvertfn20jh,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w9srjced9mfex3rxspw9sr4p0wvprjzm,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
gebcgg7uplg35o9rb8gebcgg7uu601r9,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
9974tnncrm1vtmo29974tv7wvlgkj3gt,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
auom1dbu2jzdbojfauomfchxwqmsho82,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3xhmv8lkunb2d9gfz3xhmkmpficxxbob,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
oh6yoyghlbpe5ze38oh6yfin19np047q,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
v1icrb8d1jgukcux889m6zv1icrb88e2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1b88admqhrq1ore4azb1b88adm8dzazd,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
wl6s872qkw7v4hdawl6gi90ndjckk34k,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
gg6omjcspkdp4r1gg6om9exf1z7iewvn,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
x6ykkfafbbf1cslrb2j7bx6ykkwyid6q,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
reuxuk9ostl6ii80vvreuxuitp5v3ju1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
7bi29nl4utfil2lmqvf7bi29v6lg4eby,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
1u2ls0cjd6kv45of31yhnz2vy91u2ls0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ptvpry7hjbs0vm5kffcpptvprysrznmu,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
khxpmp7kej1fs3qx6okyugkhxpmcbhkk,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
omgwp14u7uypmomgrgqpevijoiw16gfq,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
0pjmwrep2r1af0pesjhbxrc2qqkqdf9g,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
mydha9m3i9zmv3w8nfwzmydhmy4ffk60,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
t8aeb18coblsl4nyjjt8aeb1bk8baw08,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
jz45oxt7xbxgcntv6acsojz45oxt7i83,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
i4mo90pa6lta9nu0c49i4mo92a0prjuq,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
n21tjmsb0yengvktlf5ictn21tjmf5jt,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
31thf5u7jvzr1psh7cer31thf5zk6x43,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
pqvxfncqj4rwnxlj243ppqvxfbd5qoda,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6ctwo5gsr5hm6ctwtepynizvsah4sbj3,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bvmjsb81rs5use2qz7cbvmjtdfak01kk,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
d7pdg7fsrkzl0vmjbe84sd7pdg7qpqut,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
dokiy579emucucgztqdokiy5nfz5yqau,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
hrjy5hl75y7eec9qhrjy5367lk7309us,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
4zglsanwwdcax4zgpuofnjrrslxz5xo4,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
pthxas1h0ayt6tysfpthxa945tcflg2r,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bu2y34w9hfc64stcg9s2eorbu2y34w9k,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
nqry6lhym1zph6x7kznqry6lh59tz1ru,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
wsiplijqsylvcquw6w2ulqacnizz776w,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
b6flpxsvx28wlec0avb6flpfdy3p81bx,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
3sv94w2xi7sd4a5tose3sv9kytggxfmd,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6kbaeosdp2dtlwajnlta6kbaofw8r1n4,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
tk78fvn780eyczkn84bi56gtk78fvnlb,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
5pbt2x60k0zrfqtzvs6ep6k5pbt2x9vv,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
4syi0e2530vf2zd4s09ydp00rjxunxug,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
12cq29wi87ft3e4hh2512caxyizmmy0e,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
tf14elqtcxivso3l7k9utqnmmtf14elq,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
t0lyjqlwhg5bh0jnrid003t0lyjqlmmp,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ttykfhbdr0fusfow6kottykf9mw248wa,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
db6amj3rrxtihp4o7i4gdb6amjr5340r,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
5bjedorkdwjnjc2l1f5bjedorkft4cqy,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
bwnzwonhij36xbwnuur76oew34akxbqu,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
oupn89ls8p7byejh6k5oupn8tks029n9,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
s7tt36zzv7co5d3c4wass7tthvhf1clq,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
xosijn0llqbp0dfeftxosijnool73qtf,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
9yzw0ift2gij5xosc2i9yzw0if6kj19r,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
zxpc0c2fxdw80cfzxpc0cgi632v55y87,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
zbqlsxgkr9hfrekpzbqlsksd4f6gm0qx,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
cif60czq7s76vg9kjcif6pwaiftabj12,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
zpoz8q9rsfzi69jzpozbrktkzegssxfx,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
lb1cvwlv8uwl0rkr0f5lb1fcuevsdnro,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
407q467hnbnw78k5407q467h7yd68cxy,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
dbhsdliu4cgf8a7tksmedbhsyhnuhalj,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
j5upzs1hp4ycg4jkp1j5upedh6b9newf,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
w2ave4s7azo654jkjiw2ave401cplsu5,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
vdksuvg5tsvbqvdksuhpd3hs2esvb5aj,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
537wn405l7790kt2f15ewl537wn41ab3,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
ty1960r1718id6pfty195n6lzdtvuock,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
u45fw7ed2fyqs8e9h4u45fw7egc3idii,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
awa0ott9as81j91apv9awa0ottzfl0h7,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
4m9rsggqd8rbdvomlo4m9rsggqersr96,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
9ocb2tatc93hh81wujb59ocb2tp1os39,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
9nhwnhvltfes68j9nh5i9ao1q2uz5fg9,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
xe0pketdjrc68h9dtxe0pkeeus6ji06p,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
lowc25zs29syr50pr0dzlowc25ysw55m,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
mm42n1oxiztagfgzagomm42yd4ukvgrq,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
rnaotq4dfblnyr8w7ebsqrnaotqoi24k,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
972c3001d787hqbdq972v0svuhqeuzv5,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
wvxfw6781h37yv0qgzbwvxfw5icjuyz2,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
qps60bbfek7j0s3iluml7qps60b1fite,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
onlzymwj2eflfq5gonlzymq92oo08oj0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
56wuu71plojcfduo56wuukws0oqwj6jf,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
5triu8jo12mu2kt8l5trizmd6qx2qa6w,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
0cfucmih2oadzxj0cfucli1vi99t9vtn,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
kk93fv13tnon6qyog7fkk93y0jzag836,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
fvomhbu31i8hgd29l9k7obbfvomhbuch,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
lmveqzzbca0jzxclm4m5lvvvob0pgofw,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
9lxq118tcd49mdptu9lxqxqius0hcc9j,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
xn69gbfmu86tmp1yfxn69gbjsyd1742q,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
xvmary1iz0ua19dxvmawpwerp92si1uq,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
v5vtgplzvbq6mqtv5vpjb2pp7q9s97xl,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
62jrbdczjc6f0kzmq7a4g62jrb9z0l8n,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
2j4r2214bnicmw92j4r223i3zptcnl33,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
cejlie2vgx6x8yi96l0pcej76ei1yp90,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
77jh29o7ozubyp2kc8xz77jh2cek0fej,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
0egsjy7vpied91b00egsjy7zwqn4z00b,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
d7gpx9qgnfx731st8sh2d7gpxvxd9jso,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
